DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;FX_ETARIA;NOME_ANT;LATITUDE;LONGITUDE;DATABASE
PJ;307691;ESC.PART.;GREEN KIDS SCHOOL, I. E.;GREEN KIDS SCHOOL, I. E.;;PIRITUBA;LAPA;RUA NANUQUE;363;VILA LEOPOLDINA;5302031;28777660;;;Ativa;VILA LEOPOLDINA;88;8802;35471781;35471781;;;04/01/2011;198;27/12/2011;;04/01/2012;;0A A 5A;;-23529940;-46726536;25/12/2023
SA;307692;ESC.PART.;BABY VILLAGE, B. E. E. I.;BABY VILLAGE, B. E. E. I.;;SANTO AMARO;SANTO AMARO;RUA ANTÔNIO DAS CHAGAS;358;CHÁCARA SANTO ANTÔNIO (ZONA SUL);4714000;51816903;25944689;;Ativa;SANTO AMARO;71;7101;35464132;35464132;;;04/01/2011;289;29/12/2011;;04/01/2011;;3M A 5A;;-23631462;-46698496;25/12/2023
SA;307693;ESC.PART.;ESCOLA FADELITO;ESCOLA FADELITO;;SANTO AMARO;SANTO AMARO;AVENIDA PROFESSOR VICENTE RÁO;1208;JARDIM PETRÓPOLIS;4636001;55243206;;;Ativa;SANTO AMARO;71;7102;35464417;35464417;;;04/01/2011;291;29/12/2011;;04/01/2011;;0A A 5A;FADELITO UNIDADE I, C. E.;-23634282;-46679495;25/12/2023
PE;307694;ESC.PART.;BIZUQUINHA, E. E. I.;BIZUQUINHA, E. E. I.;;PENHA;PENHA;RUA SABAUDIA;317;CIDADE PATRIARCA;3552050;983289153;;;Ativa;VILA MATILDE;91;9104;35266139;35266139;;;16/12/2011;239;14/12/2011;;16/12/2011;;18M A 5A;;-23635534;-46645534;25/12/2023
CS;307699;ESC.PART.;RIN TIN TIN;RIN TIN TIN;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA PROFESSORA MARTA MARIA BERNARDES;145;VILA NATAL;4863000;59728527;;;Ativa;GRAJAU;30;3004;35495700;35495700;;;29/12/2011;351;22/12/2011;;29/12/2011;;1A A 5A;;-23762989;-46705096;25/12/2023
CS;307701;ESC.PART.;ANJINHO FELIZ, R. I.;ANJINHO FELIZ, R. I.;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA DIVINA COMÉDIA;32;JARDIM PRESIDENTE;4830170;59710560;;;Ativa;CIDADE DUTRA;23;2307;35464429;35464429;;;20/12/2011;311;15/12/2011;;20/12/2011;;PASSA A ATENDER CRIANCAS DE 0 ZERO A 5 CINCO ;;-23735983;-46699774;25/12/2023
CS;307702;ESC.PART.;MUNDO MAGICO,E.E.I - GAJETE E GAJETE;MUNDO MAGICO,E.E.I - GAJETE E GAJETE;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA FERNANDO AMARO MIRANDA;167;JARDIM COLONIAL;4821100;56618304;;;Ativa;CIDADE DUTRA;23;2305;35464235;35464235;;;20/12/2011;302;14/12/2011;;20/12/2011;;2A A 5A;MUNDO MAGICO, E. E. I.;-23728156;-46685755;25/12/2023
PE;307703;ESC.PART.;TURMA DA MONICA, E. E. I.;TURMA DA MONICA, E. E. I.;;PENHA;PENHA;RUA RIO TAPACURÁ;280;JARDIM NORDESTE;3688030;37560183;;;Ativa;ARTUR ALVIM;5;505;35463449;35463449;;;21/12/2011;245;19/12/2011;;21/12/2011;;4M A 5A;;-23528964;-46485262;25/12/2023
JT;307706;ESC.PART.;CARMELA ARNONI, E. E. I.;CARMELA ARNONI, E. E. I.;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA TENENTE JÚLIO PRADO NEVES;236;VILA ALBERTINA;2370000;23863858;;;Ativa;TREMEMBE;81;8107;35483138;35483138;;;21/12/2011;284;15/12/2011;;21/12/2011;;0A A 5A;;-23463448;-46618960;25/12/2023
PE;307708;ESC.PART.;PEQUENO NINHO, E. E. I.;PEQUENO NINHO, E. E. I.;;PENHA;MOOCA;RUA DOUTOR GABRIEL DE RESENDE;160;VILA INVERNADA;3350005;29665987;;;Ativa;AGUA RASA;1;102;35266474;35266474;;;16/12/2011;237;14/12/2011;;16/12/2011;;04 MESES A 05 ANOS;;-23571548;-46544940;25/12/2023
CS;307715;ESC.PART.;MUNDO MAGICO, C. R. I.;MUNDO MAGICO, C. R. I.;;CAPELA DO SOCORRO;PARELHEIROS;RUA SATÉLITE JAPETUS;2;JARDIM MARIA AMÁLIA;4858520;55273558;;;Ativa;PARELHEIROS;55;5502;35463954;35463954;;;16/12/2011;294;14/12/2011;;16/12/2011;;2A A 5A;;-23771906;-46714693;25/12/2023
BT;307716;ESC.PART.;FADELITO, C. E.;FADELITO, C. E.;;BUTANTA;BUTANTA;RUA CENOBELINO SERRA;71;JARDIM TRUSSARDI;5518010;37410179;;;Ativa;VILA SONIA;94;9402;35463176;35463176;;;16/12/2011;97;13/12/2011;;16/12/2011;;4M A 5A;;-23587769;-46728136;25/12/2023
PE;307717;CR.P.CONV;PEQUENOS CONSTRUTORES DO FUTURO;PEQUENOS CONSTRUTORES DO FUTURO;;PENHA;PENHA;RUA JORDÂNIA;35;VILA GUILHERMINA;3543000;23855254;;;Ativa;VILA MATILDE;91;9104;35463577;35463577;;;20/12/2011;2,01102E+11;20/12/2011;40897;05/03/2022;;0 A 3 ANOS;SABOR DE MEL;-23533458;-46513763;25/12/2023
JT;307719;CR.P.CONV;LAR BATISTA DE CRIANCAS;LAR BATISTA DE CRIANCAS;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA GUSTAVO ADOLFO;2525;VILA GUSTAVO;2209000;23597643;;;Ativa;VILA MEDEIROS;92;9203;35464193;35464193;;;19/01/2012;2011.0.220.551.2;28/12/2011;40927;15/08/2013;;0 A 3 ANOS;LUZINET LUZIA;-23490071;-46577548;25/12/2023
CL;307722;CR.P.CONV;CEDRO DO LIBANO VI, CEI;CEDRO DO LIBANO VI, CEI;;CAMPO LIMPO;M'BOI MIRIM;RUA GUILHERME VALENTE;131;JARDIM VERGUEIRO;5818280;55147788;;58913060;Ativa;JARDIM SAO LUIS;46;4602;35464673;35464673;;;20/01/2012;2011.0.319.466.2;01/02/2012;40928;24/04/2012;;ADIT 438/14;;-23666906;-46732664;25/12/2023
PJ;307724;CR.P.CONV;SONHO ENCANTADO;SONHO ENCANTADO;;PIRITUBA;PERUS;RUA DOM LINO DEODATO DE CARVALHO;312;VILA PERUS;5208060;39192524;;;Ativa;PERUS;61;6101;35470880;35470880;;;03/02/2012;2011.0.312.522.9;03/02/2012;40942;;;0 A 3 ANOS;GRANDE VITORIA, CEI;-23412091;-46753223;25/12/2023
PJ;307725;CR.P.CONV;QUERUBINS DA VITORIA II;QUERUBINS DA VITORIA II;;PIRITUBA;PIRITUBA;RUA GABINO EZEIZA;105;JARDIM IPANEMA ZONA OESTE;5187600;39415762;;;Ativa;JARAGUA;42;4203;35472487;35472487;;;18/01/2012;2011.0.267.719.8;18/01/2012;40926;05/05/2015;;0 A 3 ANOS;;-23444304;-46754485;25/12/2023
BT;307726;CR.P.CONV;CAROLINA MARIA DE JESUS;CAROLINA MARIA DE JESUS;;BUTANTA;BUTANTA;RUA SEBASTIÃO GONÇALVES;423;JARDIM OLYMPIA;5542040;37334745;;;Ativa;VILA SONIA;94;9401;35464661;35464661;;;24/01/2012;2011.0.333.882.6;24/01/2012;40932;27/06/2019;;2 A 3 ANOS;GARATUJA, CEI;-23590072;-46749565;25/12/2023
BT;307727;ESC.PART.;FADELITO, C.E.;FADELITO, C.E.;;BUTANTA;BUTANTA;PRACA ISAI LEINER;164;JARDIM BONFIGLIOLI;5592140;37313382;;;Ativa;BUTANTA;12;1201;35465823;35465823;;;03/02/2012;16;02/02/2012;;03/02/2012;;4 M A 5 A;;-23577247;-46741359;25/12/2023
PE;307729;CR.P.CONV;KALIXTO MENDES;KALIXTO MENDES;;PENHA;ERMELINO MATARAZZO;RUA SANTA GERMANA;400;VILA BUENOS AIRES;3627180;27913163;;;Ativa;PONTE RASA;64;6404;35465719;35465719;;;17/02/2012;2011.0.131.165.3;30/01/2012;40956;02/08/2019;;ZERO A 03 ANOS ;;-23512584;-46504356;25/12/2023
PJ;307731;ESC.PART.;RELUZENTE, ESCOLA DE EDUCACAO INFANTIL;RELUZENTE, ESCOLA DE EDUCACAO INFANTIL;;PIRITUBA;LAPA;RUA CUSTÓDIO SERRÃO;931;VILA JAGUARA;5116011;36217760;;;Ativa;JAGUARA;40;4001;35008181;35008181;;;17/02/2012;10;15/02/2012;;17/02/2012;;0 A 5 ANOS;;-23511473;-46747724;25/12/2023
IP;307732;ESC.PART.;EVOLUCAO UNIDADE I;EVOLUCAO UNIDADE I;;IPIRANGA;SE;RUA ITAGUABA;180;SANTA CECÍLIA;1233050;38266639;36666025;;Ativa;CONSOLACAO;26;2601;35128961;35128961;;;15/10/2011;254;10/10/2011;;15/10/2011;;3M A 2A;;-23541374;-46669755;25/12/2023
MP;307733;CR.P.CONV;ALGODAO DOCE;ALGODAO DOCE;;SAO MIGUEL;ITAIM PAULISTA;RUA NOITIBÓ;383;VILA NOVA CURUCA;8031150;27384510;;;Ativa;VILA CURUCA;84;8402;35466712;35466712;;;08/02/2012;2011.0.075.764.0;08/02/2012;40947;20/11/2021;;2 A 3 ANOS;BRISA DA MANHA;-23519785;-46418835;25/12/2023
IP;307734;CR.P.CONV;RUGRATS OS ANJINHOS VIII;RUGRATS OS ANJINHOS VIII;;IPIRANGA;VILA PRUDENTE;RUA SÃO CAIO;149;PARQUE SÃO LUCAS;3238020;;;;Ativa;SAO LUCAS;72;7202;35470909;35470909;;;20/01/2012;2011.0.331.855.8;20/01/2012;40928;06/10/2021;;0 A 2 ANOS;REINO DA CRIANCA;-23593087;-46549485;25/12/2023
G;307737;CR.P.CONV;PEQUENOS PENSADORES II;PEQUENOS PENSADORES II;;GUAIANASES;GUAIANASES;RUA DOUTOR VIRGÍLIO MAGANO;12;JARDIM SAO PAULOZONA LESTE;8461390;25562745;;;Ativa;GUAIANASES;31;3103;35468551;35468551;;;28/02/2012;2012.0.015.455.6;28/02/2012;40967;13/09/2012;;;PRINCIPE DA PAZ;-23559386;-46406963;25/12/2023
IQ;307740;CR.P.CONV;BALAO DE BOLINHAS;BALAO DE BOLINHAS;;ITAQUERA;ITAQUERA;RUA TEODORO XAVIER;27;CIDADE LÍDER;8280160;43054045;;;Ativa;CIDADE LIDER;24;2403;35468290;35468290;;;01/03/2012;2011.0.277.218.2;01/03/2012;40969;24/10/2012;;ZERO A 03 ANOS ;PEQUENO INFANTE;-23559454;-46476695;25/12/2023
G;307741;CR.P.CONV;VOVO AUGUSTA I, CEI;VOVO AUGUSTA I, CEI;;GUAIANASES;GUAIANASES;RUA GIBOIUCUS;217;LAJEADO;8451300;25524893;;;Ativa;LAJEADO;96;9601;35470879;35470879;;;08/03/2012;2012.0.019.008.0;08/03/2012;40976;28/08/2012;;1 A 4 ANOS;;-23542075;-46394565;25/12/2023
PE;307742;CR.P.CONV;BEZERRA DE MENEZES;BEZERRA DE MENEZES;;PENHA;MOOCA;AVENIDA CONDESSA ELISABETH DE ROBIANO;454;VILA MOREIRA;3074000;22921617;;;Ativa;BELEM;8;803;35468642;35468642;;;05/03/2012;2010.0.194.738.6;05/03/2012;40973;05/05/2021;;0 A 1 ANO;;-23530648;-46593556;25/12/2023
SA;307744;ESC.PART.;GAROUPAS, ATELIE DE EDUC INF;GAROUPAS, ATELIE DE EDUC INF;;SANTO AMARO;CIDADE ADEMAR;AVENIDA DAS GAROUPAS;310;BALNEÁRIO SÃO FRANCISCO;4473100;56727679;;;Ativa;PEDREIRA;58;5805;35468940;35468940;202168;;27/03/2012;36;21/03/2012;;27/03/2012;;1A A 5A;;-23701091;-46650156;25/12/2023
BT;307745;ESC.PART.;SANTA MARIA, CENTRO DE DESENVOLV INF;SANTA MARIA, CENTRO DE DESENVOLV INF;;BUTANTA;BUTANTA;RUA JUDITE FRANCA COSTA;488;JARDIM BONFIGLIOLI;5592040;37333011;;;Ativa;BUTANTA;12;1201;35472759;35472759;;;17/03/2012;43;14/03/2012;;17/03/2012;;4M A5A;;-23580674;-46734497;25/12/2023
MP;307747;CR.P.CONV;MUNDO ENCANTADO III;MUNDO ENCANTADO III;;SAO MIGUEL;SAO MIGUEL;RUA MARIA FRANCISCA DE JESUS;150;PARQUE PAULISTANO;8090010;20330929;;;Ativa;JARDIM HELENA;44;4402;35470958;35470958;;;17/02/2012;2,01103E+11;17/02/2012;40956;18/05/2013;;1A A 3A;;-23487292;-46436417;25/12/2023
CS;307750;CR.P.CONV;LUIZA SOPHIA ROSCHEL;LUIZA SOPHIA ROSCHEL;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA DA AMIZADE;2;BORORE;4872210;59742483;;;Ativa;GRAJAU;30;3018;35468988;35468988;;;02/03/2012;2,01001E+11;02/03/2012;40970;30/10/2013;;DE 01 A 03 ANOS;MARIO COVAS;-23787746;-46638557;25/12/2023
PE;307751;ESC.PART.;PRIMEIRO ESTAGIO, E. E . I.;PRIMEIRO ESTAGIO, E. E . I.;;PENHA;MOOCA;RUA AFONSO HENRIQUES;136;VILA SANTO ESTEVÃO;3325120;28926162;;;Ativa;TATUAPE;80;8002;35470934;35470934;;;27/03/2012;58;27/03/2012;;30/03/2012;;0A A 5A;;-23554272;-46554814;25/12/2023
BT;307752;ESC.PART.;O PEQUENO GALILEU;O PEQUENO GALILEU;;BUTANTA;BUTANTA;RUA MIGUEL SEVÍLIO;175;RIO PEQUENO;5379180;95735124;;;Ativa;RIO PEQUENO;67;6705;35471860;35471860;;;17/03/2012;37;15/03/2012;;17/03/2012;;4M A 5A;;-23564879;-46752947;25/12/2023
G;307753;CR.P.CONV;VOVO AUGUSTA II;VOVO AUGUSTA II;;GUAIANASES;GUAIANASES;RUA JOÃO DA SILVA AGUIAR;364;LAJEADO;8452250;25525074;;;Ativa;LAJEADO;96;9602;35470971;35470971;;;22/03/2012;2,012E+11;22/03/2012;40990;30/08/2012;;0 A 3 ANOS;;-23537440;-46397856;25/12/2023
FO;307755;CR.P.CONV;PLENITUDE;PLENITUDE;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA EDUARDO VIEIRA DE MELO;85;JARDIM ELISA MARIA;2873550;39827838;;;Ativa;BRASILANDIA;11;1104;35470466;35470466;;;30/03/2012;2,01201E+11;30/03/2012;40998;13/07/2012;;0 A 3 ANOS;;-23455710;-46679653;25/12/2023
SA;307756;CR.P.CONV;ANTONIO CARLOS VIDEIRA, COMENDADOR;ANTONIO CARLOS VIDEIRA, COMENDADOR;;SANTO AMARO;CIDADE ADEMAR;RUA ÂNGELO DEDIVITIS;403;AMERICANÓPOLIS;4410060;56228181;;;Ativa;CIDADE ADEMAR;22;2203;35471297;35471297;;;11/03/2012;2,01103E+13;11/03/2012;40979;10/09/2022;;2 A 3 ANOS;;-23680915;-46649901;25/12/2023
G;307758;CR.P.CONV;ESPACO KAIROS V;ESPACO KAIROS V;;GUAIANASES;GUAIANASES;RUA FREITAS DE AZEVEDO;36;JARDIM FANGANIELLO;8450540;38086751;;;Ativa;LAJEADO;96;9601;35472335;35472335;;;29/03/2012;2,01E+11;29/03/2012;40997;17/08/2013;;0A A 3A;VOVO NINA;-23545549;-46392114;25/12/2023
PJ;307762;CR.P.CONV;CIRANDA CIRANDINHA;CIRANDA CIRANDINHA;;PIRITUBA;PIRITUBA;RUA FRIEDRICH VON VOITH;60;JARDIM SAO JOAO JARAGUA;2995000;23868614;;;Ativa;JARAGUA;42;4205;35472499;35472499;;;16/04/2012;2,012E+11;16/04/2012;41015;06/06/2019;;0A A 3A;JARDIM DA ALEGRIA;-23447694;-46735771;25/12/2023
JT;307763;CR.P.CONV;SAVIC;SAVIC;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA JARDIM JAPÃO;1587;JARDIM BRASIL ZONA NORTE;2221000;;;;Ativa;VILA MEDEIROS;92;9203;35470485;35470485;;;06/03/2012;2,012E+11;06/03/2012;40974;;;0 A 3 ANOS;;-23478699;-46582473;25/12/2023
CS;307764;ESC.PART.;MONTEIRO LOBATO, C. E. I;MONTEIRO LOBATO, C. E. I;;CAPELA DO SOCORRO;PARELHEIROS;RUA CORTELHAS;71;JARDIM MARIA AMÁLIA;4858540;55263815;;;Ativa;PARELHEIROS;55;5502;35472311;35472311;;;17/04/2012;99;13/04/2012;;17/04/2012;;02 ANOS A 05 ANOS DE IDADE;;-23771997;-46713801;25/12/2023
PE;307765;CR.P.CONV;PIMPOLHO;PIMPOLHO;;PENHA;PENHA;RUA DO ÁRBITRO;238;VILA RUI BARBOSA;3734160;43233998;;;Ativa;CANGAIBA;18;1801;35471033;35471033;;;11/04/2012;20110248802;11/04/2012;41010;02/08/2019;;1A A 3A;VOVO NAIR;-23510358;-46525791;25/12/2023
PJ;307767;CR.P.CONV;MUNDO DOS SONHOS;MUNDO DOS SONHOS;;PIRITUBA;PERUS;RUA JÚLIO CÉSAR LEAL;199;VILA PERUS;5208000;39184324;;;Ativa;PERUS;61;6101;35473200;35473200;;;18/04/2012;2,01103E+11;18/04/2012;41017;07/04/2022;;0 A 3 ANOS;ALBERTINA DE SOUSA;-23412271;-46756171;25/12/2023
JT;307769;CR.P.CONV;EDITE FERNANDES;EDITE FERNANDES;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA JARDIM JAPÃO;1420;JARDIM BRASIL ZONA NORTE;2221001;35620323;38765755;;Ativa;VILA MEDEIROS;92;9203;35471021;35471021;;;23/03/2012;2,011E+11;23/03/2012;40991;26/10/2018;;0A A 3A;DE VOLTA PRA CASA III;-23479215;-46582173;25/12/2023
FO;307771;CR.P.CONV;CARLOS RAMIRO DE CASTRO, PROF;CARLOS RAMIRO DE CASTRO, PROF;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA AUGUSTO GIL;443;VILA DIONISIA;2670070;39269986;;;Ativa;CACHOEIRINHA;13;1303;35471012;35471012;;;10/04/2012;2,01104E+11;10/04/2012;41009;14/07/2012;;0A A 3A;MONTE SINAI II;-23464864;-46664014;25/12/2023
G;307772;CR.P.CONV;ALPS LAJEADO;ALPS LAJEADO;;GUAIANASES;GUAIANASES;RUA FRANCISCO FERNANDES FRAZÃO;17;LAJEADO;8452180;25578118;;;Ativa;LAJEADO;96;9602;35472177;35472177;;;29/03/2012;2,012E+11;29/03/2012;40997;25/07/2013;;0A A3A;VOVO MARLENE III;-23536527;-46398655;25/12/2023
CS;307775;ESC.PART.;BABY KIDS, E. E. I.;BABY KIDS, E. E. I.;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA JEQUIRITUBA;2;JARDIM COLONIAL;4821035;56638836;;;Ativa;CIDADE DUTRA;30;3001;35472633;35472633;;;10/05/2012;98;12/04/2012;;10/05/2012;;0A A 5A;;-23736207;-46680211;25/12/2023
PJ;307777;ESC.PART.;POR DO SOL, I. E. E.R. I.;POR DO SOL, I. E. E.R. I.;;PIRITUBA;LAPA;RUA BRENTANO;307;VILA HAMBURGUESA;5302041;38345551;989809468;;Ativa;VILA LEOPOLDINA;88;8802;35812985;35812985;;;12/05/2012;29;11/05/2012;;12/05/2012;;4M A 4A;;-23532297;-46725744;25/12/2023
IQ;307779;CR.P.CONV;NOVA ALIANCA III;NOVA ALIANCA III;;ITAQUERA;ITAQUERA;RUA GUIRA;420;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8223100;20262228;;;Ativa;ITAQUERA;37;3707;35472256;35472256;;;10/05/2012;2,01101E+11;10/05/2012;41039;09/10/2012;;0A A 3A;VITORIA;-23529636;-46473084;25/12/2023
FO;307782;CR.P.CONV;DERCILA BASTOS;DERCILA BASTOS;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA JOÃO MELO DA CÂMARA;207;VILA PROGRESSO ZONA NORTE;2978000;26877906;;;Ativa;FREGUESIA DO O;29;2902;35463619;35463619;;;16/05/2012;2,012E+11;16/05/2012;41045;14/07/2012;;0A A 3A;SEMEANDO O SABER;-23473331;-46707267;25/12/2023
PE;307784;ESC.PART.;MUNDO MARINHO, E. E. I.;MUNDO MARINHO, E. E. I.;;PENHA;PENHA;RUA MUNICIPAL;131;VILA RÉ;3661000;20468016;;;Ativa;PENHA;59;5903;35474721;35474721;;;24/05/2012;87;24/05/2012;;24/05/2012;;0A A 5A;;-23521945;-46506673;25/12/2023
JT;307786;CR.P.CONV;RAIO DE SOL III;RAIO DE SOL III;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DAS GAMBOAS;135;VILA MAZZEI;2311100;22044851;;;Ativa;TUCURUVI;82;8202;35473170;35473170;;;25/05/2012;2,01201E+11;25/05/2012;41054;;;0 A 3 ANOS;PEQUENINOS DO SENHOR;-23466880;-46602135;25/12/2023
IQ;307788;CR.P.CONV;ABC AURORA II;ABC AURORA II;;ITAQUERA;ITAQUERA;AVENIDA DAS ALAMANDAS;245;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8225310;20452359;;;Ativa;ITAQUERA;37;3706;35473212;35473212;;;22/05/2012;2011.0.167.799.2;22/05/2012;41051;17/09/2014;;1 A 3 ANOS;;-23533603;-46466973;25/12/2023
SM;307789;CR.P.CONV;HANNAH;HANNAH;;SAO MATEUS;SAO MATEUS;AVENIDA JOSÉ VELHO BARRETO;432;PARQUE COLONIAL;3968080;23916003;;;Ativa;SAO MATEUS;73;7302;35473625;35473625;;;10/05/2012;2,01201E+11;10/05/2012;41039;;;0 A 3 ANOS;CASTELO DO SABER I;-23606007;-46472398;25/12/2023
IQ;307790;CR.P.CONV;PLENO VIVER IV;PLENO VIVER IV;;ITAQUERA;ITAQUERA;RUA GIOVANNI LEGRENZI;388;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8225270;35359111;;;Ativa;ITAQUERA;37;3706;35473686;35473686;;;31/05/2012;2012.0.051.391.2;31/05/2012;41060;;;0A A3A;;-23534765;-46465420;25/12/2023
SA;307793;ESC.PART.;DOCE INFANCIA B. E. I.;DOCE INFANCIA B. E. I.;;SANTO AMARO;JABAQUARA;RUA JOSÉ FELICIANO;28;VILA MASCOTE;4362040;55645637;;;Ativa;JABAQUARA;38;3801;35474373;35474373;;;14/06/2012;55;11/06/2012;;14/06/2012;;0A A 5A;;-23644339;-46668096;25/12/2023
IQ;307794;ESC.PART.;INFAN GARDENO E. I.;INFAN GARDENO E. I.;;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;RUA PROFESSOR PEDREIRA DE FREITAS;875;TATUAPÉ;3312052;22251677;;;Ativa;CARRAO;20;2002;35474319;35474319;;;26/06/2012;69;26/06/2012;;06/06/2012;;0A A 5A;;-23549680;-46553896;25/12/2023
G;307796;CR.P.CONV;JEOVA RAFA;JEOVA RAFA;;GUAIANASES;GUAIANASES;RUA JUSTINIANO MENEZES;30;JARDIM SANTA TEREZINHA ZONA LESTE;8430130;25141791;;;Ativa;LAJEADO;96;9607;35478957;35478957;;;20/04/2012;2012.0.056.132.1;20/04/2012;41019;13/09/2014;;0A A 3A;;-23524348;-46424030;25/12/2023
FO;307802;CR.P.CONV;MARIA HENRIQUE DE LIMA;MARIA HENRIQUE DE LIMA;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA ALTO TOCANTINS;279;JARDIM PAULISTANO ZONA NORTE;2814010;39715274;;;Ativa;BRASILANDIA;11;1103;35474587;35474587;;;20/06/2012;2,01201E+11;20/06/2012;41080;10/10/2012;;0A A 3A;;-23460983;-46710497;25/12/2023
FO;307804;CR.P.CONV;VINTE DE AGOSTO;VINTE DE AGOSTO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA SILVANO DE ALMEIDA;239;VILA SIQUEIRA (ZONA NORTE);2723110;39354474;;;Ativa;LIMAO;50;5003;35474708;35474708;;;20/06/2012;2,01201E+11;20/06/2012;41080;10/10/2012;;0A A 3A;;-23501614;-46679833;25/12/2023
JT;307805;CR.P.CONV;GIGI TOMAZELLI WIAZOWSKI;GIGI TOMAZELLI WIAZOWSKI;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA HIDROLÂNDIA;114;TUCURUVI;2307210;32976853;;;Ativa;TUCURUVI;82;8202;35474733;35474733;;;20/06/2012;2,012E+11;20/06/2012;41080;;;0A A3A;;-23476945;-46603787;25/12/2023
CS;307807;ESC.PART.;MUNDO DAS PALAVRAS, C. R. I.;MUNDO DAS PALAVRAS, C. R. I.;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA FERNÃO ÁLVARES DO ORIENTE;91;PRAIA PAULISTINHA;4812310;56619903;;;Ativa;CIDADE DUTRA;23;2304;35478969;35478969;;;24/07/2012;135;19/07/2012;;24/07/2012;;0 A 5 ANOS;;-23714983;-46685012;25/12/2023
SM;307809;CR.P.CONV;GOTA DE ESPERANCA VI;GOTA DE ESPERANCA VI;;SAO MATEUS;SAO MATEUS;AVENIDA SATÉLITE;319;CIDADE SATÉLITE SANTA BÁRBARA;8330480;23894682;;;Ativa;SAO MATEUS;73;7304;35479512;35479512;;;20/07/2012;2012.0.145.780.3;20/07/2012;41110;;;0A A 3A;NOVOS RUMOS;-23612830;-46468374;25/12/2023
FO;307814;CR.P.CONV;CT VIDA KIDS I;CT VIDA KIDS I;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA RAFAEL ALVES;30;VILA REGINA;2967050;39712070;;;Ativa;FREGUESIA DO O;29;2904;35475245;35475245;;;11/07/2012;20120487610;11/07/2012;41101;12/09/2013;;0A A 3A;;-23477605;-46704046;25/12/2023
BT;307815;CR.P.CONV;CASA DA INFANCIA DO MENINO JESUS;CASA DA INFANCIA DO MENINO JESUS;;BUTANTA;BUTANTA;RUA ABÍLIO BARBOSA LIMA;52;JARDIM ESTER YOLANDA;5374020;;;;Ativa;RIO PEQUENO;67;6703;35474812;35474812;;;01/08/2012;2012.0.144.750.6;01/08/2012;41122;10/10/2018;;0A A 3A;MENINO JESUS;-23580784;-46758347;25/12/2023
G;307817;CR.P.CONV;TIA ELISA;TIA ELISA;;GUAIANASES;CIDADE TIRADENTES;RUA BARÃO CARVALHO DO AMPARO;80;CONJUNTO HABITACIONAL SANTA ETELVINA III;8485442;21533552;;;Ativa;CIDADE TIRADENTES;25;2503;35476249;35476249;;;08/08/2012;2,01202E+11;08/08/2012;41129;03/09/2013;;0A A 2A;PARAISO;-23584873;-46412740;25/12/2023
PJ;307823;CR.P.CONV;CISNE ENCANTADO CEI;CISNE ENCANTADO CEI;;PIRITUBA;PIRITUBA;RUA JOÃO BATISTA DIAS;215;JARDIM MARILU;2989100;39422526;;;Ativa;JARAGUA;42;4206;35476821;35476821;;;14/08/2012;2012.0.105.957.3;14/08/2012;41135;;;ZERO A 3 ANOS;RACA E CORAGEM;-23431923;-46719357;25/12/2023
G;307824;CR.P.CONV;MARIA DA SILVA SANTOS;MARIA DA SILVA SANTOS;;GUAIANASES;GUAIANASES;RUA DONA INÊS DE SOUSA;88;JARDIM LOURDES;8452530;25140561;;;Ativa;LAJEADO;96;9603;35480666;35480666;;;13/08/2012;2,01202E+11;13/08/2012;41134;25/07/2013;;0 A 3 ANOS;YASMIN VITORIA;-23528810;-46395052;25/12/2023
